player_id,web_name,season,position,minutes,team,value,value_group,value_category,pts,pts_adj,xpts,xpts_90,color_code,group_color
92217,Firmino,17,4,2760,Liverpool,8.94595,9.5,7.5-10,181,113.0,81.2234,2.61671,#E56B6F,red
92217,Firmino,18,4,2606,Liverpool,9.28529,9.5,7.5-10,160,96.0,89.9653,3.08916,#E56B6F,red
92217,Firmino,19,4,2985,Liverpool,9.46053,9.5,7.5-10,155,83.0,97.3738,2.93589,#E56B6F,red
92217,Firmino,20,4,2837,Liverpool,9.22778,9.5,7.5-10,141,75.0,87.2444,2.76771,#E56B6F,red
92371,Marí,20,2,900,Arsenal,4.4,4.5,<5.5,34,16.0,7.49771,0.973031,#1f77b4,blue
93100,Vestergaard,18,2,2027,Southampton,4.68261,4.5,<5.5,50,6.0,11.7987,0.490918,#1f77b4,blue
93100,Vestergaard,19,2,1496,Southampton,4.86316,4.5,<5.5,51,19.0,15.8971,0.907157,#1f77b4,blue
93100,Vestergaard,20,2,2574,Southampton,4.68,4.5,<5.5,86,34.0,29.9207,0.933413,#1f77b4,blue
93264,Dier,17,3,2822,Spurs,4.81176,4.5,<5.5,85,23.0,31.1071,0.957851,#1f77b4,blue
93264,Dier,18,3,1504,Spurs,4.795,4.5,<5.5,56,23.0,16.5426,1.05473,#1f77b4,blue
93264,Dier,19,3,1340,Spurs,4.85263,4.5,<5.5,36,9.0,9.08652,0.624558,#1f77b4,blue
93264,Dier,20,2,2520,Spurs,4.89286,4.5,<5.5,77,24.0,19.1366,0.752703,#1f77b4,blue
93464,Carroll,17,3,2562,Swansea,4.38378,4.5,<5.5,85,25.0,24.1405,0.859097,#1f77b4,blue
94147,Coady,18,2,3420,Wolves,4.5,4.5,<5.5,94,29.0,41.495,1.09197,#1f77b4,blue
94147,Coady,19,2,3420,Wolves,5.02368,5.5,<5.5,118,47.0,49.9844,1.31538,#1f77b4,blue
94147,Coady,20,2,3303,Wolves,4.9027,5.5,<5.5,106,37.0,33.8044,0.8992,#1f77b4,blue
94924,Deulofeu,18,3,2064,Watford,5.50667,5.5,5.5-7.5,133,84.0,66.0985,2.87722,#6D597A,purple
94924,Deulofeu,19,4,2097,Watford,6.15714,6.5,5.5-7.5,88,40.0,39.8717,1.67969,#6D597A,purple
95658,Maguire,17,2,3420,Leicester,5.31579,5.5,<5.5,117,48.0,57.9994,1.5263,#1f77b4,blue
95658,Maguire,18,2,2596,Leicester,5.43548,5.5,5.5-7.5,92,42.0,38.0981,1.35137,#6D597A,purple
95658,Maguire,19,2,3420,Man Utd,5.32895,5.5,<5.5,123,53.0,63.3233,1.6664,#1f77b4,blue
95658,Maguire,20,2,3047,Man Utd,5.44706,5.5,5.5-7.5,124,67.0,47.5356,1.35472,#6D597A,purple
95715,Lucas Moura,18,3,2115,Spurs,6.99375,7.5,5.5-7.5,131,78.0,46.7507,1.98894,#6D597A,purple
95715,Lucas Moura,19,3,2235,Spurs,7.12571,7.5,5.5-7.5,100,44.0,50.0539,2.00289,#6D597A,purple
95715,Lucas Moura,20,3,1397,Spurs,6.7,6.5,5.5-7.5,80,39.0,22.3619,1.46437,#6D597A,purple
96994,Decordova-Reid,20,4,2367,Fulham,5.3303,5.5,<5.5,88,35.0,23.7793,0.904154,#1f77b4,blue
96994,Reid,18,4,1413,Cardiff,5.25556,5.5,<5.5,80,38.0,22.3702,1.28282,#1f77b4,blue
97032,van Dijk,17,2,2253,Liverpool,5.52692,5.5,5.5-7.5,78,28.0,60.7009,2.20583,#6D597A,purple
97032,van Dijk,18,2,3384,Liverpool,6.28158,6.5,5.5-7.5,208,134.0,92.1098,2.50686,#6D597A,purple
97032,van Dijk,19,2,3420,Liverpool,6.47105,6.5,5.5-7.5,178,103.0,68.0961,1.792,#6D597A,purple
97299,Stones,17,2,1301,Man City,5.48889,5.5,5.5-7.5,70,37.0,39.9179,2.77749,#6D597A,purple
97299,Stones,18,2,1761,Man City,5.2875,5.5,<5.5,83,41.0,36.126,2.11476,#1f77b4,blue
97299,Stones,19,2,1118,Man City,5.31875,5.5,<5.5,34,7.0,17.8159,1.728,#1f77b4,blue
97299,Stones,20,2,1933,Man City,5.05455,5.5,<5.5,128,88.0,59.2207,2.57558,#1f77b4,blue
97485,Wimmer,17,2,1321,Stoke,4.32353,4.5,<5.5,19,-6.0,-5.06431,0.185978,#1f77b4,blue
97615,van der Hoorn,17,2,1944,Swansea,4.4125,4.5,<5.5,74,33.0,13.7354,0.601289,#1f77b4,blue
98745,Bellerín,17,2,3050,Arsenal,5.94571,6.5,5.5-7.5,132,68.0,57.0502,1.63244,#6D597A,purple
98745,Bellerín,18,2,1532,Arsenal,5.42632,5.5,5.5-7.5,60,30.0,22.3046,1.09967,#6D597A,purple
98745,Bellerín,19,2,1156,Arsenal,5.40667,5.5,5.5-7.5,44,18.0,5.0535,0.682421,#6D597A,purple
98745,Bellerín,20,2,2089,Arsenal,5.068,5.5,<5.5,94,54.0,33.3933,1.59339,#1f77b4,blue
100059,Moreno,17,2,1264,Liverpool,4.475,4.5,<5.5,52,23.0,25.7961,2.27776,#1f77b4,blue
100180,Danilo,17,2,1340,Man City,5.13043,5.5,<5.5,100,66.0,30.3449,2.58973,#1f77b4,blue
100412,Carrillo,17,3,1529,Watford,5.49643,5.5,5.5-7.5,64,22.0,23.8921,1.4505,#6D597A,purple
100649,Bernard,18,3,2108,Everton,5.90294,6.5,5.5-7.5,88,35.0,33.2682,1.39269,#6D597A,purple
100649,Bernard,19,3,1269,Everton,6.42963,6.5,5.5-7.5,72,36.0,17.9684,1.27125,#6D597A,purple
101105,Bryan,18,2,2344,Fulham,4.825,4.5,<5.5,52,4.0,14.4215,0.425617,#1f77b4,blue
101148,Lascelles,17,2,2927,Newcastle,4.67273,4.5,<5.5,116,56.0,28.2069,0.818489,#1f77b4,blue
101148,Lascelles,18,2,2745,Newcastle,4.74062,4.5,<5.5,95,38.0,17.8342,0.554119,#1f77b4,blue
101148,Lascelles,19,2,2076,Newcastle,4.35833,4.5,<5.5,73,31.0,5.34178,0.107176,#1f77b4,blue
101148,Lascelles,20,2,1625,Newcastle,4.30526,4.5,<5.5,44,12.0,5.57104,0.455666,#1f77b4,blue
101178,Ward-Prowse,17,3,1708,Southampton,5.10333,5.5,<5.5,84,40.0,29.081,1.57599,#1f77b4,blue
101178,Ward-Prowse,18,3,1940,Southampton,5.1,5.5,<5.5,94,53.0,34.7469,1.55627,#1f77b4,blue
101178,Ward-Prowse,19,3,3420,Southampton,5.80526,5.5,5.5-7.5,117,54.0,67.7687,1.78339,#6D597A,purple
101178,Ward-Prowse,20,3,3420,Southampton,5.99474,6.5,5.5-7.5,156,87.0,51.3186,1.35049,#6D597A,purple
101184,Chambers,18,2,2586,Fulham,4.24839,4.5,<5.5,60,10.0,17.1561,0.453897,#1f77b4,blue
101184,Chambers,19,2,1102,Arsenal,4.40714,4.5,<5.5,42,22.0,19.3878,1.20205,#1f77b4,blue
101188,Digne,18,2,2964,Everton,5.06571,5.5,<5.5,158,100.0,67.1469,1.96965,#1f77b4,blue
101188,Digne,19,2,3031,Everton,5.85429,5.5,5.5-7.5,120,59.0,57.7343,1.65446,#6D597A,purple
101188,Digne,20,2,2681,Everton,6.11667,6.5,5.5-7.5,120,65.0,45.2939,1.45091,#6D597A,purple
101394,Yokuslu,20,3,1316,West Brom,4.5,4.5,<5.5,34,7.0,8.88508,0.555378,#1f77b4,blue
101537,Felipe Anderson,18,3,3045,West Ham,7.05833,7.5,5.5-7.5,155,88.0,62.5466,1.8554,#6D597A,purple
101537,Felipe Anderson,19,3,1493,West Ham,6.752,6.5,5.5-7.5,66,25.0,28.3369,1.72105,#6D597A,purple
101582,Fred,18,3,1039,Man Utd,5.55882,5.5,5.5-7.5,40,15.0,9.15781,0.862253,#6D597A,purple
101582,Fred,19,3,2157,Man Utd,5.28276,5.5,<5.5,50,6.0,26.4523,1.14796,#1f77b4,blue
101582,Fred,20,3,2389,Man Utd,5.31,5.5,<5.5,69,18.0,29.9949,1.10081,#1f77b4,blue
101668,Vardy,17,4,3248,Leicester,8.65405,8.5,7.5-10,183,114.0,71.2887,1.95418,#E56B6F,red
101668,Vardy,18,4,2726,Leicester,8.93235,9.5,7.5-10,174,118.0,93.9384,3.02867,#E56B6F,red
101668,Vardy,19,4,3032,Leicester,9.56,9.5,7.5-10,210,147.0,111.339,3.26835,#E56B6F,red
101668,Vardy,20,4,2838,Leicester,10.1441,10.5,10+,187,125.0,90.8805,2.82052,#f7b267,orange
102057,Jiménez,18,4,3112,Wolves,6.24211,6.5,5.5-7.5,181,113.0,91.6969,2.63211,#6D597A,purple
102057,Jiménez,19,4,3241,Wolves,7.64737,7.5,7.5-10,194,122.0,93.2183,2.56651,#E56B6F,red
102366,Bauer,17,2,1307,Stoke,4.5,4.5,<5.5,41,15.0,7.7736,0.410142,#1f77b4,blue
102380,Rüdiger,17,2,2336,Chelsea,5.86667,5.5,5.5-7.5,115,66.0,65.3165,2.23682,#6D597A,purple
102380,Rüdiger,18,2,2871,Chelsea,5.96667,6.5,5.5-7.5,116,58.0,63.7507,2.02494,#6D597A,purple
102380,Rüdiger,19,2,1710,Chelsea,5.98,6.5,5.5-7.5,63,30.0,32.7682,1.4821,#6D597A,purple
102380,Rüdiger,20,2,1710,Chelsea,4.59474,4.5,<5.5,93,57.0,49.0101,2.20475,#1f77b4,blue
102747,Sidibé,19,2,1818,Everton,5.256,5.5,<5.5,74,33.0,27.8069,1.29366,#1f77b4,blue
102826,Mendy,18,2,900,Man City,6.24,6.5,5.5-7.5,59,40.0,29.8444,3.03096,#6D597A,purple
102826,Mendy,19,2,1491,Man City,5.58947,5.5,5.5-7.5,74,42.0,36.9325,2.09838,#6D597A,purple
102826,Mendy,20,2,951,Man City,5.92308,6.5,5.5-7.5,63,41.0,24.6574,2.04888,#6D597A,purple
103025,Mahrez,17,3,2948,Leicester,8.59167,8.5,7.5-10,195,127.0,66.8969,2.02279,#E56B6F,red
103025,Mahrez,18,3,1331,Man City,8.51481,8.5,7.5-10,102,65.0,59.6774,3.90623,#E56B6F,red
103025,Mahrez,19,3,1934,Man City,8.45758,8.5,7.5-10,175,124.0,91.6609,4.28015,#E56B6F,red
103025,Mahrez,20,3,1945,Man City,8.21852,8.5,7.5-10,145,95.0,65.1236,3.01346,#E56B6F,red
103123,Haller,19,4,2259,West Ham,7.10938,7.5,5.5-7.5,102,48.0,45.0975,1.79671,#6D597A,purple
103123,Haller,20,4,932,West Ham,6.175,6.5,5.5-7.5,41,16.0,16.8197,1.62422,#6D597A,purple
103192,Zouma,17,2,2887,Stoke,5.44706,5.5,5.5-7.5,87,22.0,20.171,0.459182,#6D597A,purple
103192,Zouma,18,2,2613,Everton,5.0,5.5,<5.5,112,57.0,34.3718,1.10234,#1f77b4,blue
103192,Zouma,19,2,2343,Chelsea,4.76071,4.5,<5.5,62,18.0,31.038,1.32383,#1f77b4,blue
103192,Zouma,20,2,2027,Chelsea,5.36667,5.5,<5.5,108,65.0,49.896,2.42729,#1f77b4,blue
103912,Ibe,17,3,1988,Bournemouth,4.83437,4.5,<5.5,85,37.0,30.6373,1.3951,#1f77b4,blue
103914,Taylor,17,2,949,Burnley,4.2,4.5,<5.5,23,5.0,1.87858,0.609604,#1f77b4,blue
103914,Taylor,18,2,3240,Burnley,4.41053,4.5,<5.5,82,10.0,6.17153,0.183814,#1f77b4,blue
103914,Taylor,19,2,1944,Burnley,4.2375,4.5,<5.5,84,43.0,9.17908,0.615555,#1f77b4,blue
103914,Taylor,20,2,2425,Burnley,4.43793,4.5,<5.5,83,29.0,10.4384,0.450423,#1f77b4,blue
103955,Sterling,17,3,2584,Man City,8.47576,8.5,7.5-10,229,173.0,145.344,5.01425,#E56B6F,red
103955,Sterling,18,3,2770,Man City,11.3294,14.0,10+,234,172.0,138.818,4.51534,#f7b267,orange
103955,Sterling,19,3,2651,Man City,11.9121,14.0,10+,204,151.0,134.577,4.56729,#f7b267,orange
103955,Sterling,20,3,2534,Man City,11.4323,14.0,10+,154,101.0,100.607,3.56267,#f7b267,orange
104073,Ralls,18,3,1954,Cardiff,4.71429,4.5,<5.5,45,5.0,21.5442,0.919001,#1f77b4,blue
104545,Smith,17,2,1902,Huddersfield,4.8625,4.5,<5.5,50,13.0,13.7463,0.761481,#1f77b4,blue
104545,Smith,18,2,1141,Huddersfield,4.40667,4.5,<5.5,9,-12.0,-6.59456,0.14671,#1f77b4,blue
104547,Gayle,17,4,1946,Newcastle,6.14,6.5,5.5-7.5,94,41.0,47.7111,2.20658,#6D597A,purple
104953,Atsu,17,3,1776,Newcastle,4.91071,5.5,<5.5,78,33.0,32.7496,1.66629,#1f77b4,blue
104953,Atsu,18,3,1481,Newcastle,5.15,5.5,<5.5,55,14.0,18.9434,1.15562,#1f77b4,blue
105377,Alioski,20,2,2456,Leeds,4.38889,4.5,<5.5,110,57.0,23.6018,0.886678,#1f77b4,blue
105700,Zappacosta,17,2,1087,Chelsea,5.90455,6.5,5.5-7.5,58,25.0,28.5454,2.54046,#6D597A,purple
105717,Masuaku,17,2,1867,West Ham,4.36296,4.5,<5.5,68,26.0,16.9163,0.712567,#1f77b4,blue
105717,Masuaku,18,3,1757,West Ham,4.34783,4.5,<5.5,49,10.0,8.62356,0.457995,#1f77b4,blue
105717,Masuaku,19,2,930,West Ham,4.3,4.5,<5.5,26,7.0,-0.186839,0.477493,#1f77b4,blue
105717,Masuaku,20,2,1006,West Ham,4.46667,4.5,<5.5,42,21.0,18.3584,1.65068,#1f77b4,blue
106450,Pritchard,17,3,997,Huddersfield,5.41429,5.5,5.5-7.5,40,17.0,17.6829,1.60787,#6D597A,purple
106450,Pritchard,18,3,2079,Huddersfield,4.81667,4.5,<5.5,69,19.0,28.3851,1.19235,#1f77b4,blue
106611,Keane,17,2,2559,Everton,5.34333,5.5,<5.5,81,26.0,26.8666,0.974708,#1f77b4,blue
106611,Keane,18,2,2970,Everton,4.92121,5.5,<5.5,129,65.0,40.0614,1.25683,#1f77b4,blue
106611,Keane,19,2,2556,Everton,5.32903,5.5,<5.5,90,36.0,29.972,1.20528,#1f77b4,blue
106611,Keane,20,2,2989,Everton,5.07143,5.5,<5.5,127,63.0,31.9475,0.931841,#1f77b4,blue
106617,Bamford,20,4,3052,Leeds,6.37895,6.5,5.5-7.5,194,127.0,94.9744,2.77657,#6D597A,purple
106618,Dummett,17,2,1602,Newcastle,4.215,4.5,<5.5,52,16.0,11.0676,0.688688,#1f77b4,blue
106618,Dummett,18,2,1986,Newcastle,4.42692,4.5,<5.5,67,21.0,10.4005,0.489086,#1f77b4,blue
106618,Dummett,19,2,1227,Newcastle,4.45,4.5,<5.5,44,18.0,0.424324,0.123428,#1f77b4,blue
106618,Dummett,20,2,1254,Newcastle,4.4,4.5,<5.5,40,13.0,4.69302,0.431233,#1f77b4,blue
106757,Locadia,18,4,1225,Brighton,5.33462,5.5,<5.5,52,14.0,19.0806,1.40184,#1f77b4,blue
106760,Shaw,18,2,2591,Man Utd,5.02414,5.5,<5.5,91,44.0,35.4127,1.17719,#1f77b4,blue
106760,Shaw,19,2,1730,Man Utd,5.4125,5.5,5.5-7.5,67,31.0,33.5002,1.82753,#6D597A,purple
106760,Shaw,20,2,2653,Man Utd,5.0125,5.5,<5.5,124,74.0,57.7298,2.1045,#1f77b4,blue
106837,Praet,19,3,1122,Leicester,5.3,5.5,<5.5,54,19.0,12.704,1.12654,#1f77b4,blue
107613,Saïss,18,2,1142,Wolves,4.21053,4.5,<5.5,47,24.0,20.0782,2.01832,#1f77b4,blue
107613,Saïss,19,2,2703,Wolves,4.47273,4.5,<5.5,103,54.0,64.4695,2.05994,#1f77b4,blue
107613,Saïss,20,2,2407,Wolves,5.0,5.5,<5.5,99,47.0,35.6825,1.50917,#1f77b4,blue
108053,Townsend,20,2,2234,West Brom,4.432,4.5,<5.5,76,26.0,17.3734,0.479329,#1f77b4,blue
108093,Vietto,18,4,980,Fulham,5.43,5.5,5.5-7.5,47,20.0,18.5621,1.70468,#6D597A,purple
108156,Engels,19,2,1446,Aston Villa,4.48235,4.5,<5.5,42,10.0,-4.09582,0.222195,#1f77b4,blue
108413,Hughes,17,3,987,Watford,4.6,4.5,<5.5,53,28.0,13.5616,1.21936,#1f77b4,blue
108413,Hughes,18,3,2419,Watford,4.94688,5.5,<5.5,87,34.0,32.5015,1.18874,#1f77b4,blue
108413,Hughes,19,3,2249,Watford,5.4,5.5,5.5-7.5,62,16.0,24.2676,0.99626,#6D597A,purple
108416,Egan,19,2,3187,Sheffield Utd,4.52778,4.5,<5.5,133,68.0,37.2086,0.984283,#1f77b4,blue
108416,Egan,20,2,2628,Sheffield Utd,4.76452,4.5,<5.5,57,7.0,6.78402,0.138389,#1f77b4,blue
108823,Alli,17,3,2957,Spurs,9.14167,9.5,7.5-10,175,112.0,96.4748,2.91162,#E56B6F,red
108823,Alli,18,3,1822,Spurs,8.9,9.5,7.5-10,94,53.0,47.5761,2.31943,#E56B6F,red
108823,Alli,19,3,1845,Spurs,8.516,8.5,7.5-10,117,74.0,54.0644,2.55919,#E56B6F,red
109322,Lingard,17,3,1807,Man Utd,6.00303,6.5,5.5-7.5,128,77.0,60.5616,3.05973,#6D597A,purple
109322,Lingard,18,3,1657,Man Utd,6.75556,6.5,5.5-7.5,78,37.0,35.748,1.91335,#6D597A,purple
109322,Lingard,19,3,923,Man Utd,6.34545,6.5,5.5-7.5,32,6.0,18.557,1.94566,#6D597A,purple
109322,Lingard,20,3,1423,West Ham,6.2875,6.5,5.5-7.5,106,79.0,38.5418,2.13481,#6D597A,purple
109345,March,17,3,1838,Brighton,4.92778,5.5,<5.5,74,23.0,16.4778,0.868937,#1f77b4,blue
109345,March,18,3,2459,Brighton,4.93714,5.5,<5.5,94,34.0,31.9065,1.1849,#1f77b4,blue
109345,March,19,3,1139,Brighton,4.72632,4.5,<5.5,38,10.0,13.5554,1.10825,#1f77b4,blue
109345,March,20,3,1670,Brighton,5.0,5.5,<5.5,69,29.0,22.5487,1.23573,#1f77b4,blue
109434,Kongolo,17,2,1047,Huddersfield,4.41538,4.5,<5.5,30,6.0,3.52528,0.554689,#1f77b4,blue
109434,Kongolo,18,2,2716,Huddersfield,4.3375,4.5,<5.5,60,5.0,8.8914,0.445585,#1f77b4,blue
109528,Manquillo,17,2,1757,Newcastle,4.40952,4.5,<5.5,49,10.0,5.99825,0.622239,#1f77b4,blue
109528,Manquillo,18,2,1098,Newcastle,4.33333,4.5,<5.5,53,26.0,5.73342,0.53531,#1f77b4,blue
109528,Manquillo,19,2,1597,Newcastle,4.32857,4.5,<5.5,65,32.0,9.12915,0.0913714,#1f77b4,blue
109533,Emerson,19,2,1022,Chelsea,5.49333,5.5,5.5-7.5,19,-3.0,22.6934,2.21745,#6D597A,purple
109638,Bryan,20,2,1003,Sheffield Utd,3.91538,4.5,<5.5,29,8.0,1.77072,0.0723229,#1f77b4,blue
109646,Adarabioyo,20,2,2953,Fulham,4.5,4.5,<5.5,100,37.0,23.5909,0.721505,#1f77b4,blue
109788,João Mário,17,3,1021,West Ham,6.16154,6.5,5.5-7.5,46,22.0,17.3769,1.49708,#6D597A,purple
110504,Traoré,20,3,2315,Aston Villa,5.88889,5.5,5.5-7.5,135,74.0,51.7122,2.0226,#6D597A,purple
110735,Webster,19,2,2668,Brighton,4.40645,4.5,<5.5,88,34.0,18.3788,0.870884,#1f77b4,blue
110735,Webster,20,2,2594,Brighton,4.4,4.5,<5.5,85,31.0,34.6413,1.38305,#1f77b4,blue
110979,Mané,17,3,2189,Liverpool,9.38966,9.5,7.5-10,147,97.0,93.7602,3.78636,#E56B6F,red
110979,Mané,18,3,3076,Liverpool,9.79167,9.5,7.5-10,231,162.0,127.501,3.71962,#E56B6F,red
110979,Mané,19,3,2745,Liverpool,12.08,14.0,10+,221,159.0,118.448,3.90306,#f7b267,orange
110979,Mané,20,3,2808,Liverpool,11.8714,14.0,10+,176,114.0,117.394,3.75957,#f7b267,orange
111317,Brooks,18,3,2263,Bournemouth,5.06333,5.5,<5.5,123,69.0,55.0102,2.15802,#1f77b4,blue
111457,Kolasinac,17,2,2146,Arsenal,5.94815,6.5,5.5-7.5,108,60.0,47.7748,1.94458,#6D597A,purple
111457,Kolasinac,18,2,1886,Arsenal,4.975,5.5,<5.5,81,44.0,34.3186,1.60924,#1f77b4,blue
111457,Kolasinac,19,2,1694,Arsenal,5.28846,5.5,<5.5,55,15.0,22.0541,0.789327,#1f77b4,blue
111478,Veltman,20,2,2280,Brighton,4.325,4.5,<5.5,96,47.0,46.4012,1.70433,#1f77b4,blue
111773,Krafth,19,2,1015,Newcastle,4.37647,4.5,<5.5,37,9.0,1.30837,0.335866,#1f77b4,blue
111773,Krafth,20,2,1286,Newcastle,4.24375,4.5,<5.5,45,18.0,6.26017,0.339324,#1f77b4,blue
111931,Pereira,18,2,3123,Leicester,5.21429,5.5,<5.5,146,83.0,60.5221,1.70062,#1f77b4,blue
111931,Pereira,19,2,2520,Leicester,6.26071,6.5,5.5-7.5,123,68.0,48.5493,1.75672,#6D597A,purple
111931,Pereira,20,2,954,Leicester,5.9,6.5,5.5-7.5,27,6.0,4.03528,1.15622,#6D597A,purple
112338,Can,17,3,2089,Liverpool,4.88846,4.5,<5.5,92,51.0,34.6497,1.53997,#1f77b4,blue
113564,Byram,19,2,1292,Norwich,4.40588,4.5,<5.5,32,5.0,14.576,0.747711,#1f77b4,blue
113688,Niasse,17,4,1076,Everton,4.81364,4.5,<5.5,83,55.0,37.9344,3.17295,#1f77b4,blue
113688,Niasse,18,4,988,Cardiff,5.08889,5.5,<5.5,30,0.0,16.7588,1.52661,#1f77b4,blue
114128,Jonny,18,2,2772,Wolves,4.36061,4.5,<5.5,103,45.0,49.9674,1.64676,#1f77b4,blue
114128,Jonny,19,2,2885,Wolves,5.42286,5.5,5.5-7.5,123,61.0,55.1666,1.63522,#6D597A,purple
114243,Murphy,17,3,1137,Newcastle,5.06,5.5,<5.5,51,15.0,14.4632,1.25766,#1f77b4,blue
114243,Murphy,20,3,1617,Newcastle,4.90385,5.5,<5.5,69,29.0,19.2522,1.11761,#1f77b4,blue
114245,Murphy,18,3,1810,Cardiff,4.82069,4.5,<5.5,76,31.0,34.7173,1.68054,#1f77b4,blue
114283,Grealish,19,3,3233,Aston Villa,6.16667,6.5,5.5-7.5,149,87.0,75.1311,2.07366,#6D597A,purple
114283,Grealish,20,3,2183,Aston Villa,7.53846,7.5,7.5-10,135,91.0,69.886,2.84984,#E56B6F,red
115382,Maupay,19,4,2763,Brighton,5.85946,5.5,5.5-7.5,131,70.0,71.6555,2.23894,#6D597A,purple
115382,Maupay,20,4,2508,Brighton,6.19697,6.5,5.5-7.5,105,50.0,65.7645,2.29532,#6D597A,purple
115556,Davies,17,2,2323,Spurs,5.65172,5.5,5.5-7.5,143,91.0,68.6341,2.52314,#6D597A,purple
115556,Davies,18,2,1837,Spurs,5.65556,5.5,5.5-7.5,66,21.0,33.4742,1.53377,#6D597A,purple
115556,Davies,19,2,1430,Spurs,5.34444,5.5,<5.5,41,13.0,11.6996,0.646058,#1f77b4,blue
115556,Davies,20,2,1340,Spurs,4.71,4.5,<5.5,52,19.0,7.22697,0.666527,#1f77b4,blue
116216,Trossard,19,3,2004,Brighton,5.81936,5.5,5.5-7.5,104,53.0,46.7552,2.13646,#6D597A,purple
116216,Trossard,20,3,2602,Brighton,5.78286,5.5,5.5-7.5,132,70.0,55.5298,1.88548,#6D597A,purple
116594,Kanté,17,3,2994,Chelsea,4.92647,5.5,<5.5,101,36.0,35.5455,1.04681,#1f77b4,blue
116594,Kanté,18,3,3092,Chelsea,4.96389,5.5,<5.5,116,49.0,43.3143,1.26964,#1f77b4,blue
116594,Kanté,19,3,1730,Chelsea,5.0,5.5,<5.5,57,20.0,20.3532,1.05394,#1f77b4,blue
116594,Kanté,20,3,2140,Chelsea,4.91333,5.5,<5.5,62,16.0,19.0747,0.848247,#1f77b4,blue
116643,Fabinho,18,3,2011,Liverpool,5.51071,5.5,5.5-7.5,65,22.0,18.9098,0.869875,#6D597A,purple
116643,Fabinho,19,3,2073,Liverpool,5.44286,5.5,5.5-7.5,77,33.0,18.0647,0.810391,#6D597A,purple
116643,Fabinho,20,3,2566,Liverpool,5.42,5.5,5.5-7.5,71,19.0,12.1863,0.451672,#6D597A,purple
118748,Salah,17,3,2905,Liverpool,9.89444,9.5,7.5-10,303,237.0,177.964,5.42718,#E56B6F,red
118748,Salah,18,3,3254,Liverpool,13.1816,14.0,10+,259,185.0,157.433,4.32883,#f7b267,orange
118748,Salah,19,3,2879,Liverpool,12.4824,14.0,10+,233,167.0,148.24,4.56541,#f7b267,orange
118748,Salah,20,3,3077,Liverpool,12.4703,14.0,10+,231,160.0,136.254,3.92687,#f7b267,orange
118884,Durm,18,2,2049,Huddersfield,4.41786,4.5,<5.5,49,1.0,4.38479,0.197613,#1f77b4,blue
119471,Schär,18,2,2000,Newcastle,4.625,4.5,<5.5,93,59.0,25.372,1.00981,#1f77b4,blue
119471,Schär,19,2,1669,Newcastle,5.0,5.5,<5.5,55,20.0,2.3872,0.365572,#1f77b4,blue
119471,Schär,20,2,1255,Newcastle,4.88889,4.5,<5.5,30,7.0,10.2005,0.508793,#1f77b4,blue
119765,Allan,20,3,2050,Everton,5.29167,5.5,<5.5,47,7.0,9.85046,0.425673,#1f77b4,blue
120250,André Gomes,18,3,1977,Everton,5.4,5.5,5.5-7.5,64,22.0,15.7279,0.758281,#6D597A,purple
120250,André Gomes,19,3,1457,Everton,5.27368,5.5,<5.5,39,11.0,10.1978,0.600843,#1f77b4,blue
120250,André Gomes,20,3,1559,Everton,5.35,5.5,<5.5,48,8.0,9.47216,0.556555,#1f77b4,blue
121145,Cancelo,19,2,1205,Man City,5.21765,5.5,<5.5,45,20.0,33.6892,2.65466,#1f77b4,blue
121145,Cancelo,20,2,2298,Man City,5.775,5.5,5.5-7.5,138,92.0,89.9993,3.19554,#6D597A,purple
121599,Doucouré,17,3,3324,Watford,5.31622,5.5,<5.5,136,72.0,34.7501,0.94008,#1f77b4,blue
121599,Doucouré,18,3,3061,Watford,5.91714,6.5,5.5-7.5,124,65.0,60.8736,1.79201,#6D597A,purple
121599,Doucouré,19,3,3156,Watford,5.66487,5.5,5.5-7.5,113,51.0,50.8858,1.43968,#6D597A,purple
121599,Doucouré,20,3,2443,Everton,5.28276,5.5,<5.5,80,30.0,29.6659,1.08995,#1f77b4,blue
122797,Paterson,18,3,1993,Cardiff,5.18518,5.5,<5.5,80,35.0,41.7947,1.7675,#1f77b4,blue
122798,Robertson,17,2,1940,Liverpool,4.79091,4.5,<5.5,111,69.0,65.6059,2.71214,#1f77b4,blue
122798,Robertson,18,2,3216,Liverpool,6.55,6.5,5.5-7.5,213,145.0,101.829,2.82965,#6D597A,purple
122798,Robertson,19,2,3111,Liverpool,6.98333,7.5,5.5-7.5,181,113.0,94.4419,2.67128,#6D597A,purple
122798,Robertson,20,2,3384,Liverpool,7.19211,7.5,5.5-7.5,161,87.0,72.9562,1.92897,#6D597A,purple
122806,McGinn,19,3,2312,Aston Villa,5.58929,5.5,5.5-7.5,84,34.0,34.7036,1.315,#6D597A,purple
122806,McGinn,20,3,3330,Aston Villa,5.5,5.5,5.5-7.5,114,52.0,31.0359,0.847689,#6D597A,purple
123354,Hause,19,2,1544,Aston Villa,4.4,4.5,<5.5,34,2.0,15.1272,0.923813,#1f77b4,blue
124183,Ziyech,20,3,1164,Chelsea,7.98696,8.5,7.5-10,70,37.0,31.6269,2.37715,#E56B6F,red
126184,Aké,17,2,3352,Bournemouth,4.96316,5.5,<5.5,102,32.0,27.0386,0.707129,#1f77b4,blue
