player_id,web_name,season,position,minutes,team,value,value_group,value_category,pts,pts_adj,xpts,xpts_90,color_code,group_color
90585,Boly,18,2,3168,Wolves,4.60556,4.5,<5.5,120,54.0,67.1365,1.89837,#1f77b4,blue
90585,Boly,19,2,1980,Wolves,4.86364,4.5,<5.5,97,57.0,36.7967,1.51526,#1f77b4,blue
90585,Boly,20,2,1879,Wolves,5.45714,5.5,5.5-7.5,68,28.0,22.3197,1.06417,#6D597A,purple
91047,Armstrong,18,3,1421,Southampton,5.15172,5.5,<5.5,75,35.0,18.1188,1.19525,#1f77b4,blue
91047,Armstrong,19,3,1706,Southampton,5.23667,5.5,<5.5,98,54.0,26.1205,1.39063,#1f77b4,blue
91047,Armstrong,20,3,2764,Southampton,5.5,5.5,5.5-7.5,115,53.0,31.2042,1.00606,#6D597A,purple
91651,Kovacic,18,3,1725,Chelsea,5.80625,5.5,5.5-7.5,64,17.0,25.2956,1.35242,#6D597A,purple
91651,Kovacic,19,3,2065,Chelsea,5.35161,5.5,<5.5,68,24.0,22.365,1.01039,#1f77b4,blue
91651,Kovacic,20,3,1809,Chelsea,5.32222,5.5,<5.5,54,12.0,22.5504,1.14013,#1f77b4,blue
92159,Willems,19,2,1492,Newcastle,4.56842,4.5,<5.5,64,29.0,3.55945,0.514688,#1f77b4,blue
